Store,smartIntent,message,starRating,Month of Fiscal Month,Blank
Xfinity #1710 Flint,Store Experience | Staff | Dissatisfaction,"Worst business to work with. 1. Xfinity has a block on the house we close on next week. We are NEW would-be customers. I work remotely from home and my husband owns several businesses he also runs from home. We need Internet and cable connected the day we close (Friday). 2. We have wasted hours online and on the phone trying to work this out and it's not even our problem, it's between Xfinity and the FORMER customer. 3. We decided to drive the 20 minutes to the Miller Rd store to attempt to resolve this and when we walked in the store was quiet with 20+ people waiting, a handful of employees with customers and several standing around. Every single person saw us walk in. ZERO greeted us, nobody said hey stand in line at the desk over there to check in etc. Nothing. Not a smile, not acknowledging we hadn't been helped in any way, nothing. 4. We watched people be helped before us that arrived after us, so we stood in line behind them and were eventually assisted by a young man named Cameron. He told us we could make an appointment or wait 2 hours to speak to a specialist (the people standing around not helping anyone). We explained our situation and he did his best to middle man but the specialist told him they would not do anything until we brought the DEED to them. On the house we don't close on for another week. Because Xfinity has a situation with a FORMER customer. Then we find out that is just so they can send it to collections. Has nothing to do with us or our soon to be home. But because they placed a fraud block, we are being jerked around with honestly, the least business like behavior I've encountered anywhere, ever, from their webpage to the phone calls to the in person disinterested unhelpful interactions. 5. We cannot contact the former owner or their realtor legally. This is a dispute between Xfinity and former customer and Xfinity has done more to prevent us from signing up with their company than anything. They have done nothing proactively to gain us as customers. 6. We have done our homework and found that many people in identical situations followed TO-THE-LETTER what they were told needed to be done, with payments, deeds, proof of past and current residency, etc. just to wait MONTHS for the block to be removed and a new connection made or for some others to find out Xfinity still wouldn't remove the block. 7. There aren't any other highspeed internet providers for the area we are buying our home. 8. Xfinity may lose our business, $15k or so over the next 10 years, over a $250 bill and fraud block on a former customer they've already written off. The former owner has sent a check by phone for the past due amount in full (he's in a different country at the moment) and that can take 10 days to clear. Xfinity will not do anything until it clears and again has not been the least bit helpful in any of this. 9. We have every right to be angry, and we are. 10. I am going to be researching alternatives for such a bizarre and ridiculous situation as well as looking into any possible legal assistance should we choose to go that way. Never in my life have I had to beg for someone to take my business as a paying customer. No stars, no points, do not recommend. By all means Xfinity, change my mind.",1,25-Jan,1710
Xfinity #1711 Bloomington,Store Experience | Customer Dissatisfaction,Comcast is about worthless had service installed in my new place that we just moved to and they didn't bury the cable a month later I call them about burying the cable was told they would do it in 24 to 48 hrs I told them I had work that was going to need to be done so it needs to be done asap but was fine with the time frame the next week still not buried called back and they said a ticket was never made and it would be another 24 to 48 before they could bury it again I told them this is holding up work that needs to get done and it needs to be done asap just after the 48 hrs mark a guy shows up to my house and tells my wife that it won't be till April before they can bury the 6 ft section of cable cause of a weather hold cause we had a bad winter I live in Indiana it's 2025 and we did not have a bad winter it's currently March and the ground has been soft for a while now I DO NOT RECOMMEND Comcast they have a hard enough time answering their phone and talking to you let alone coming out and actually doing their job and doing it right now I will say the guy who installed our service in the new house was nice polite and did a really good job and even kept his promise and came back out later with more materials to finish the job that he didn't have on him and helped out only thing he didn't do was bury the cable of the rest of Comcast could be like him they might be a decent company but it should not be this dang hard to have a 6 ft section of cable put underground I've advised Comcast not to come back out to do the work if they can't do it for a month I'll be burying the cable myself tomorrow idk why we even pay for their service if they can't even service their own equipment nothing but a dang joke if it wasn't for my wife being the one that pays this account I'd drop them like a bad habit and never look back I hope and pray their company goes under so we have to find a different provider my wife doesn't want to switch cause she likes the prices and all and since that's her account that up to her but they ain't worth $1 specially when I have to finish their job and I'll put my name just Incase this post comes up annonomus or something my name is Brandon Hiday,1,25-Mar,1711
Xfinity #1711 Bloomington,Store Experience | Long Wait Time,This location must have a sign outside that attracts only the most incompetent sales team possible. You're better off using the website for anything you need. Everything they said in store completely contradicts what I was able to do on my own. Took me 5 minutes to get my upgrade processed on the website after getting nowhere in store for an hour.,1,25-Mar,1711
Xfinity #1712 Granger,Store Experience | Customer Dissatisfaction,First off you can’t call the store. The only number you get is customer service and their automated system doesn’t allow you to call if you just have a general question. You have to either be making a payment or buying something. Secondly I had this service 3 years ago and when I cancelled and returned my equipment they said I’m all good and paid up. 3 years later I get a call from a collection company saying I owe them money? No prior calls emails or letters from there telling me this information. DO NOT go on a contract with them if anything do prepaid services. Now I have to go back years in my bank statement to prove it was paid because obviously they messed up and won’t take responsibility for this mess up. Ridiculous,1,25-Feb,1712
Xfinity #1712 Granger,Store Experience | Long Wait Time,"I went into the store to get some home internet.  Upon entering the store I was""checked in "" & was told 10 min for the wait . It was very busy & I figured he was pulling my leg . It was right around 10 minutes & I was being helped . The young man that helped me was knowledgeable,  friendly & efficient . I walked out of the store with a box for internet in about 20 minutes.  It was only $30 per month ! Great Deal !",5,25-Mar,1712
Xfinity #1712 Granger,Store Experience | Long Wait Time,Made me wait 30 minutes just to drop off a router. And now they can't even give a legit response smh,1,25-Mar,1712
Xfinity #1712 Granger,Store Experience | Long Wait Time,You guys have too many customers to have very few personnel. You always have to wait in long queues.,1,25-Mar,1712
Xfinity #1712 Granger,Store Experience | Short Wait Time,"Brett at Granger location was very helpful,helped me within minutes compared to the hours I wasted on the phone,thanks and keep it up.",5,25-Mar,1712
Xfinity #1712 Granger,Store Experience | Staff | Appreciation,Great service and products.,5,25-Feb,1712
Xfinity #1712 Granger,Store Experience | Staff | Appreciation,Great service they definitely try to do everything they can to answer your questions and solve problems. I have dealt with a different employee everytime I've been in here and they have all given excellent customer service.,5,25-Feb,1712
Xfinity #1712 Granger,Store Experience | Staff | Appreciation,It was a little bit of a wait but the staff are very knowledgeable about the equipment for phone to internet.  They have fixed both of them for us in a quick and efficient way as they could.  They fixed both my wife's and my phones.  Thank you  too all the staff.,5,25-Jan,1712
Xfinity #1712 Granger,Store Experience | Staff | Dissatisfaction,nothing but trouble no one in the complex has anything good to say about them,1,25-Feb,1712
Xfinity #1713 Ann Arbor,Store Experience | Customer Dissatisfaction,"Had delayed this errand expecting it to be difficult - I was wrong. The salesperson I worked with had me in and out quickly, gave great advice and didn’t talk down to me (even though I was clueless!). I believe it was the end of his shift and he still took the time to explain what would work best. Great experience!",5,25-Feb,1713
Xfinity #1713 Ann Arbor,Store Experience | Staff | Appreciation,Be nicer to women Shawn,1,25-Feb,1713
Xfinity #1714 Paducah,Store Experience | Staff | Appreciation,Great experience with them always helpful and knowledgeable bout the products you from.,5,25-Feb,1714
Xfinity #1714 Paducah,Store Experience | Staff | Appreciation,"The people in the store are good to work with.

Phone customer service IS THE WORST.
20 MINS on hold for the system to hang up on me.
I am so tired of these companies not having real live Americans for customer service call centers.",3,25-Feb,1714
